tweetID,tweetText,tweetRetweetCt,tweetFavoriteCt,tweetSource,tweetCreated
1337054018577764352,one person followed me and one person unfollowed me // automatically checked by https://t.co/34Kjecrk1r,0,0,fllwrs,2020-12-10 15:18:13
1337054018573660160,"It's literally endless. Why do liberals think it's OK to steal votes even if only 200 at a time? With over 3,100 co… https://t.co/yUkjeoXlX6",0,0,Twitter for Android,2020-12-10 15:18:13
1337054018573639694,@unclenaeher without,0,0,Twitter for iPhone,2020-12-10 15:18:13
1337054018573570049,"@MweliNtobeko Yintoni le ""online para""?",0,0,Twitter for Android,2020-12-10 15:18:13
1337054018569465860,@RlENSBF but i help u,0,0,Twitter Web App,2020-12-10 15:18:13
1337054018569461763,I'm crying 😭😭😭😭😂😂😂😂 https://t.co/WLMrtlsBin,0,0,Twitter for Android,2020-12-10 15:18:13
1337054018569445384,And lebron embarrassed them 🤷🏽‍♂️🤫 https://t.co/e6sRMIhZcM,0,0,Twitter for iPhone,2020-12-10 15:18:13
1337054018565271553,"Be part of it all as they venture forth and create a place they call Ranch City! 
★ROMANCING RANCH CITY★
Ranch City… https://t.co/bnCkjQFB4K",0,0,The Social Jukebox,2020-12-10 15:18:13
1337054018565238787,Can't stand people who think like this https://t.co/2m8dPSQ0Eu,0,0,Twitter Web App,2020-12-10 15:18:13
1337054018565181441,"@cherryrosebitch She probably don’t even know Cudi is dropping, mfs are delusional",0,0,Twitter for iPhone,2020-12-10 15:18:13
1337054018561056768,@GrassrootsSpeak Maybe the reason was tue Democrats put an ultra liberal candidate and Kentucky voters typically do… https://t.co/UjrYcDrH3Y,0,0,Twitter for Android,2020-12-10 15:18:13
1337054018552655873,@40_head @KarenLGreen5 Lemonade too.,0,0,Twitter for iPhone,2020-12-10 15:18:13
1337054018548486148,STOP https://t.co/ybsedbU3NF,0,0,Twitter Web App,2020-12-10 15:18:13
1337054018544267269,@StarmannHD WHERE IS TITANFALL AND GTA SAN ANDREAS :(,0,0,Twitter Web App,2020-12-10 15:18:13
1337054018540105740,@BostwoPronos Le boss https://t.co/ZYr567Zm78,0,0,Twitter for iPhone,2020-12-10 15:18:13
1337054018540089345,"will she even see it, she's not a socmed person AT ALL. I bet she uses ig on chrome and doesn't even have the app &lt;\\3",0,0,Twitter for Android,2020-12-10 15:18:13
1337054018540015619,"To prove it is not antisemitic, Labour must now expel Jews (selpecifically left wing Jews).

Batshit insane. https://t.co/GVQBPzDHxU",0,0,Twitter for iPhone,2020-12-10 15:18:13
1337054018535886851,@InverseGG I don't want bayo v2 thank you very much,0,0,Twitter for Android,2020-12-10 15:18:13
1337054018535821314,RT @JebBush: thank you Senator Cornyn. there is no legal theory and the conservative majority Supreme Court will reject it out of hand.,4596,0,Twitter for iPad,2020-12-10 15:18:13
1337054018535821313,goodnight!,0,0,Twitter for Android,2020-12-10 15:18:13
1337054018527498247,"@caution_exe Yu Gi Oh is lit tho, I used to roll the D/D/D deck before link monsters were a thing",0,0,Twitter for iPhone,2020-12-10 15:18:13
1337054018523238409,"RT @chartdata: BTS named @TIME's ""Entertainer of The Year"" (@BTS_twt).",3642,0,Twitter for iPhone,2020-12-10 15:18:13
1337054018519117829,RT @WVHSWrestling: It is MATCH DAY!!! We will wrestle Chattanooga Central and McMinn County tonight at Chattanooga Central H.S. First match…,1,0,Twitter for iPhone,2020-12-10 15:18:13
1337054018519109633,@givemelovetk Done 💜 https://t.co/obSw08Kau4,0,0,Twitter for Android,2020-12-10 15:18:13
1337054018514915330,@RudyGiuliani Welcome back Rudy!,0,0,Twitter for iPhone,2020-12-10 15:18:13
1337054018514857984,@xxmarlise @emrata One of my favs ! Ah taste,0,0,Twitter for iPhone,2020-12-10 15:18:13
1337054018510741505,RT @realDonaldTrump: The Supreme Court has a chance to save our Country from the greatest Election abuse in the history of the United State…,15122,0,Twitter for iPhone,2020-12-10 15:18:13
1337054018506526725,@jordanbernfield Proud of you pal!,0,0,Twitter for iPhone,2020-12-10 15:18:13
1337054018506461184,"RT @littlethornbear: haha why does it feel like i make animal crossing screensavers 

#acnh #animalcrossing https://t.co/YgrLm6JUga",52,0,Twitter for iPhone,2020-12-10 15:18:13
1337054018502340608,"RT @CWUnews: Members across BT, Openreach and EE have delivered the starkest possible warning to management that, if necessary, they are pr…",10,0,Twitter for iPhone,2020-12-10 15:18:13
1337054018502320132,RT @mygtrivias: Entertainer of the Year https://t.co/xver23m5U8,80,0,Twitter for Android,2020-12-10 15:18:13
1337054018498125826,RT @trishaangeless_: it was a sacrifice,1,0,Twitter for Android,2020-12-10 15:18:13
1337054018493947907,RT @DimitryRO: Jack Grealish when they ask him to explain that photo https://t.co/ji1sNQYk9U,2132,0,Twitter for iPhone,2020-12-10 15:18:13
1337054018493943815,@ignGTed Jeez ur th13?,0,0,Twitter for iPhone,2020-12-10 15:18:13
1337054018489765888,"RT @taylorswift13: Tonight the story continues, as the music video for “willow” drops at midnight eastern. https://t.co/T3o0nsANpY",43769,0,Twitter for Android,2020-12-10 15:18:13
1337054018489737222,RT @realDonaldTrump: WISDOM &amp; COURAGE!!!,15813,0,Twitter for iPhone,2020-12-10 15:18:13
1337054018489692163,RT @fairyprincejk: Jungkook still a baby😭😭 https://t.co/jVNEc86b2n,3636,0,Twitter for iPhone,2020-12-10 15:18:13
1337054018485575688,"RT @RashamiAsim: I love this Edit, insta se mili.. So awesome na?

VEHAM OUT IN 4 DAYS https://t.co/Jbo5mBPGay",7,0,Twitter for Android,2020-12-10 15:18:13
1337054018481385480,@DUALIPA @CapitalOne you and harry my besties,0,0,Twitter for iPhone,2020-12-10 15:18:13
1337054018477166595,Love content that lets me know there is still humanity and gratitude left in this often unkind world. Thanks for sh… https://t.co/llyvgFEmcM,0,0,Twitter Web App,2020-12-10 15:18:13
1337054018472980487,It is disgusting how our health care system treats our nurses.,0,0,Twitter for iPhone,2020-12-10 15:18:13
1337054018472976397,@aubrihuhu stripped version 🥰,0,0,Twitter for Android,2020-12-10 15:18:13
1337054018472976386,"RT @treasure_bllbrd: 🚨MASS VISIT🚨

Teumes! The tracking week for Social 50 is about to end! Please spare some time to visit TREASURE's Wiki…",118,0,Twitter Web App,2020-12-10 15:18:13
1337054018468765700,"RT @SmithsonianMag: The Countess of Computing, Ada Lovelace was born #OTD in 1815. https://t.co/eKarbXdRKk",18,0,Twitter for iPhone,2020-12-10 15:18:13
1337054018468720640,never met one https://t.co/IGw4fz2sR6,0,0,Twitter for iPhone,2020-12-10 15:18:13
1337054018464604162,🚗✨Welcome to the revolution of #automotive… https://t.co/ZttIszG3Or,0,0,HubSpot,2020-12-10 15:18:13
1337054018464583685,@tisipreethi Please I will literally die,0,0,Twitter for Android,2020-12-10 15:18:13
1337054018464571394,@jellenp @FrancisFaustina @God_CountryTBY @RSBNetwork If you have listened at all to anything but fake news you kno… https://t.co/ePXMeUrwWk,0,0,Twitter for iPhone,2020-12-10 15:18:13
1337054018460381188,@bernardbygott @Tian_Feng44 Did adjusting the black level and or adjusting position not fix it?,0,0,Twitter for Android,2020-12-10 15:18:13
1337054018460381184,A lot of shit hurt but this shit what made me to be strong I wish I can take it back but I already stood 10 toes so… https://t.co/c1PUxGeMHH,0,0,Twitter for iPhone,2020-12-10 15:18:13
1337054018456203269,RT @youtooz: so you've heard of elf on a shelf but have u heard of eef on a leaf 🤔 https://t.co/IMIDmepnVB,241,0,Twitter for iPhone,2020-12-10 15:18:13
1337054018456203266,RT @slimmdabratt: i have the best boyfriend ever.,2,0,Twitter Web App,2020-12-10 15:18:13
1337054018456199169,RT @MIDIFS: #OpenEnrollment is almost over! Join us tomorrow at noon for a virtual Town Hall on health #insurance! Learn about your options…,1,0,Twitter Web App,2020-12-10 15:18:13
1337054018456137728,"RT @KiddKalamity: Been obsessing over studio ghibli recently.

Anyways, I'm kinda early hahahaha.
Koonyt, my loves~~💛💛💛

#ANISD #ANITWTselc…",101,0,Twitter for iPhone,2020-12-10 15:18:13
1337054018452017154,@jayall1473 @lisamj_33 Reckon he talks to them an that,0,0,Twitter Web App,2020-12-10 15:18:13
1337054018447806465,"RT @RGrosjean: Well, let's resume the look back on my #F1 career... 2012, what a feeling to stand on the podium for the first time!

Team:…",45,0,Twitter for Android,2020-12-10 15:18:13
1337054018443632640,RT @realDonaldTrump: The Supreme Court has a chance to save our Country from the greatest Election abuse in the history of the United State…,15123,0,Twitter for Android,2020-12-10 15:18:13
1337054018439421954,"RT @nwb_ms: #MNS
List#1152
@MaryamNSharif
@MNS_Afridi
@MNS_313
@MNS_Baloch
@Tanolim33
@Mjams44
@shf078
@SHD_1969
@786nzi
@athrapt
@nwb_ms
@…",20,0,Twitter for Android,2020-12-10 15:18:13
1337054018439417857,"Estoy tan orgullosa
BTS WORLD DOMINATION https://t.co/LgrnMDYj0e",0,0,Twitter for Android,2020-12-10 15:18:13
1337054018439405573,"@swishbuzzroar i didn't think about this as a child...
now I am seriously thinking about it",0,0,Twitter Web App,2020-12-10 15:18:13
1337054018439405570,"I told yall that candle was exhausted. If you were in a buy for EU this morning, I hope that you secured the bag.",0,0,Twitter Web App,2020-12-10 15:18:13
1337054018435244033,"RT @Awomanofpeace: Just this morning a keke driver was killed by a @PoliceNG officer because of #100 in Rupkokwu, here's another officer wi…",4,0,Twitter for Android,2020-12-10 15:18:13
1337054018435227649,@wehatepaytonlol i’m good,0,0,Twitter for iPad,2020-12-10 15:18:13
1337054018431053827,henloo jungkoo @BTS_twt emely been summoning u for hours please come home,0,0,Twitter for iPhone,2020-12-10 15:18:13
1337054018431049731,"RT @onlychloexhalle: This is not the winx club, this is the neighborhood Bible study group https://t.co/dIPLTBtoeO",69,0,Twitter for iPad,2020-12-10 15:18:13
1337054018431045638,"RT @sanaki7632: Why you act right that?,than
#HADESgames  #zagthan  #Thanzag https://t.co/gfqXy3ml5q",121,0,Twitter for Android,2020-12-10 15:18:13
1337054018426843143,@HfxGinger You have to,0,0,Twitter for iPhone,2020-12-10 15:18:13
1337054018422644737,"@drewg69 @CNN @jchatterleyCNN What more illogical reasoning, isn't it easier for you to believe that Trump's poor r… https://t.co/Mn1gs6crYl",0,0,Twitter Web App,2020-12-10 15:18:13
1337054018422644736,@kaijuhime Well she’s not a bad garl but it would be still interesting to see her in Super Smash Bros.,0,0,Twitter for iPad,2020-12-10 15:18:13
1337054018418454536,RT @munashesoft: South African small businesses are invited to download our FREE Invoicing software. A true gem for small businesses! Visit…,6,0,Twitter for Android,2020-12-10 15:18:13
1337054018414272523,Thinking about doing a 12 days of Christmas and featuring  musicians and band members.  Would you guys be interested in such a feature?,0,0,Twitter for iPhone,2020-12-10 15:18:13
1337054018414272522,"#UmarKhalid a true farmer.
Next project staring ali fazal as farmer umar,#DeepikaPadukone
As #ShehlaRashid and… https://t.co/qtpteQmkHT",0,0,Twitter for Android,2020-12-10 15:18:13
1337054018414268420,RT @Law1Leo: Guys forgot to add Art 370 restoration.,34,0,Twitter for iPhone,2020-12-10 15:18:13
1337054018414186498,RT @KahawaTungu: Interior CS Fred Matiang’i Launches Roadmap To Peaceful 2022 General Elections https://t.co/DO8FkaHY93,1,0,Twitter Web App,2020-12-10 15:18:13
1337054018410082310,"RT @EricTopol: Abstract, side effects, subgroups
Use of ""credible"" instead of ""confidence"" intervals
*Much* more data in the FDA review but…",5,0,Twitter for Android,2020-12-10 15:18:13
1337054018401603589,I spit my coffee out 😭 https://t.co/W4izTOYVQT,0,0,Echofon,2020-12-10 15:18:13
1337054018397499392,RT @syaascarves: Christmas &amp; Year End Sale is happening nowwww! 🎄 Whatsapp link at bio for fast reply https://t.co/iGVTEtmPTu,57,0,Twitter for Android,2020-12-10 15:18:13
1337054018397491201,"RT @BreakingNewsKE: COVID-19 death toll rises to 1,568 as 16 more virus-related fatalities reported; 994 patients admitted countrywide. #CO…",2,0,Twitter for Android,2020-12-10 15:18:13
1337054018397474828,RT @narendramodi: Speaking at the Foundation Stone Laying of the New Parliament. https://t.co/Gh3EYXlUap,4612,0,Twitter for iPhone,2020-12-10 15:18:13
1337054018397466625,@jaaeminnaaa dm me,0,0,Twitter for Android,2020-12-10 15:18:13
1337054018397409281,"RT @alysonwalkerRHC: Needed a new ID badge.  Rather happy with my description of being an anaesthetist. It is a kids hospital, after all. h…",24,0,Twitter for Android,2020-12-10 15:18:13
1337054018389106693,@gangbeasts Will u do more updates and more maps? I have seen this glitch a lot,0,0,Twitter for iPhone,2020-12-10 15:18:13
1337054018389102593,RT @gursimranmand: This is not a fight between the #Congress &amp; the BJP; The farmer grows food for everyone. We should think above politics❗…,2,0,Twitter for Android,2020-12-10 15:18:13
1337054018384900119,@MailSport Why is it a dig because it is true?,0,0,Twitter Web App,2020-12-10 15:18:13
1337054018380722177,@civilrightsorg @staceyabrams Socialist morons want elitist to control everything that makes America Great!,0,0,Twitter for iPhone,2020-12-10 15:18:13
1337054018380689414,RT @aidadgaf: Nak tambah mutuals .. rt this and I'll follow you guys ... make sure follow back okkk,58,0,Twitter for Android,2020-12-10 15:18:13
1337054018380640266,@michael_david41 I no longer feel sorry for ppl who hold the key to the chains of their enslavement the keys to esc… https://t.co/swxohiWYdy,0,0,Twitter for Android,2020-12-10 15:18:13
1337054018376491011,izone sits on a table have a debate about the butts question.. how long would it lasts,0,0,Twitter for iPhone,2020-12-10 15:18:13
1337054018376445953,PLEASE RT!! https://t.co/ZHbjfD9AEv,0,0,Twitter Web App,2020-12-10 15:18:13
1337054018372243458,RT @KyleKashuv: Everyday the label of “Enemy of the People” regarding journalists becomes more and more accurate... https://t.co/S7DUuqrjnO,134,0,Twitter for iPhone,2020-12-10 15:18:13
1337054018368131081,"@jiuniess HAPPY YOONBIN DAY
#OurKnightYoonbinDay
#hayoonbin #ユンビン #하윤빈",0,0,Twitter for Android,2020-12-10 15:18:13
1337054018359750663,RT @jeonbubbles: GRAMMYs ... WE’RE COMING FOR YOU https://t.co/j7M3UsSlPW,79,0,Twitter for Android,2020-12-10 15:18:13
1337054018351345665,"Thanks Sheikh Hasina MP 
Honorable Prime Minister People’s Republic of Bangladesh. 

#PadmaBridge… https://t.co/60qEmWN7DD",0,0,Twitter for iPhone,2020-12-10 15:18:13
1337054018347167745,"@JameyEisenberg @FFToday Playoffs don't show who is the best team, that's my problem with them.",0,0,Twitter Web App,2020-12-10 15:18:13
1337054018347130881,So why tf did they remove Nuketwon 24/7?,0,0,Twitter for iPhone,2020-12-10 15:18:13
1337054018342973445,"@sweetxhzlln same, y melon",0,0,Twitter for Android,2020-12-10 15:18:13
1337054018342948865,45GB day 1 patch for Cyberpunk 2077 https://t.co/2ZA5djyXoN,0,0,Twitter for iPhone,2020-12-10 15:18:13
1337054018338689027,"@sftmumbai See what I managed to get from Amazon Fresh this morning. Ordered vazhai thandu, got trees😄😄Thankfully t… https://t.co/Ap09hmOknK",0,0,Twitter Web App,2020-12-10 15:18:13
1337054018334564354,"We are still HERE
HAPPY BIRTHDAY YOONBIN
#OurKnightYoonbinDay
#hayoonbin #ユンビン #하윤빈",0,0,Twitter for Android,2020-12-10 15:18:13
1337054018330353664,RT @thoughtfulfala: @oldmanschaller @kaitlancollins But they keep getting reelected down ballot.. Is crazy,1,0,Twitter for Android,2020-12-10 15:18:13
1337054018330308610,@DonaldJTrumpJr ...and cut cheese! 💨 😜,0,0,Twitter for iPhone,2020-12-10 15:18:13
1337054018330300421,"Them bum ass ""Tag a dope artist"" posts still going around 🤦",0,0,Twitter Web App,2020-12-10 15:18:13
1337054018330300418,RT @riralovex: Every damm time. https://t.co/5LUYJR0OnQ,50705,0,Twitter for iPhone,2020-12-10 15:18:13
1337054018326196225,RT @HleloluhleZN: Most fans have doubts on JZ because he is not playing Gucci football that has not won any silverware for us. Umjovo wase💉…,2,0,Twitter for Android,2020-12-10 15:18:13
1337054018326179841,"MR P TO FANS: Move on, get over it, there&amp;#8217;ll never be a P Square reunion https://t.co/Qk71qtXKpf",0,0,Twitter for Android,2020-12-10 15:18:13
1337054018326114306,"RT @alyshagives: ₱50/14k IDR GA

• Follow @itsmevin_081 and me
• RT + done

Ends in 40 mins.",190,0,Twitter for Android,2020-12-10 15:18:13
1337054018317725702,"RT @blackxagustd: Maple Story x BTS episodes are amazing, you can tell that they had so much fun 🥺 https://t.co/obNm8sSyoi",5506,0,Twitter for Android,2020-12-10 15:18:13
1337054018313609221,"Wisdom seems to be different than facts, law and order. https://t.co/Cjd43Ns7bk",0,0,Twitter for iPhone,2020-12-10 15:18:13
1337054018313605123,RT @jeonbubbles: STREAM LGO + DYNAMITE !!!! WE CAN’T LET IT FREEFALL GO STREAM RN,471,0,Twitter for iPhone,2020-12-10 15:18:13
1337054018313523210,"RT @TIME: .@bts_twt isn’t just the biggest K-pop act on the charts. They’ve become the biggest band in the world—full stop.

“We climbed ou…",38347,0,Twitter for Android,2020-12-10 15:18:13
1337054018309328898,"@QasimRashid I think they can't fathom how they lost, given all of the roadblocks they put in place to in order to… https://t.co/79uxLGTleA",0,0,Twitter Web App,2020-12-10 15:18:13
1337054018305204226,"RT @MsAnushkaShetty: Wishing dearest Bhumi Pednekar ,Ashok Garu ,entire cast and crew of #DURGAMATI all the very very very best ... looking…",214,0,Twitter for Android,2020-12-10 15:18:13
1337054018296827912,"RT @NessaRBLX_: ✧ QUICK Cozy Set Giveaway ✧

Rules;; Just Retweet, Follow me, @_shortie868_ &amp; @thelittlejxxker !! 

Ends in 10 minutes, goo…",38,0,Twitter for iPad,2020-12-10 15:18:13
1337054018296754182,2020: The year @taylorswift13 realised we needed two albums from her! https://t.co/3xiNy9TQLP,0,0,Twitter for iPhone,2020-12-10 15:18:13
1337054018288439297,RT @siliconera: The Japanese Final Fantasy XIV player who was also the original author of the Dad of Light story passed away due to cancer.…,138,0,Twitter for Android,2020-12-10 15:18:13
1337054018288427011,@_The_Immortal @MrOdanz 😹😹 Una jez funny anyhow for dz country...,0,0,Twitter for iPhone,2020-12-10 15:18:13
1337054018284249088,"RT @GirlsGeneration: TAEYEON 태연 The 4th mini Album [What Do I Call You] 

🎧 2020.12.15. 6PM KST

#TAEYEON #태연 #What_Do_I_Call_You #소녀시대 #Gi…",5030,0,Twitter for iPhone,2020-12-10 15:18:13
1337054018280038401,You must be broke,0,0,Twitter for iPhone,2020-12-10 15:18:13
1337054018279968773,"RT @steveliesman: With 17 states now joining Texas to overthrow the results of the election, it is now clear that outright opposition to de…",12843,0,Twitter for iPhone,2020-12-10 15:18:13
1337054018279968770,@CarolynEGardne7 @Apple Might want to have a chat with Nance.,0,0,Twitter Web App,2020-12-10 15:18:13
1337054018275831809,@ghosteggs People in Goudhurst wouldn't know good music if it bit them on the bum. *waves from not too far away*,0,0,Twitter Web App,2020-12-10 15:18:13
1337054018275827717,"RT @jeonbubbles: 🎞 : TIME Magazine, 2020 Entertainer of the Year (BTS). https://t.co/FTHHLehOR0",958,0,Twitter for Android,2020-12-10 15:18:13
1337054018275782657,@8FRlEND riva would literally shoved me a kitab tomorrow x together in the face,0,0,Twitter for Android,2020-12-10 15:18:13
1337054018267467780,@NikolThaCreator hi! Pls follow back so I can dm 😌,0,0,Twitter for iPhone,2020-12-10 15:18:13
1337054018267459600,@thehill @RepSwalwell You better stock up on KY Jelly for your long stay in prison.,0,0,Twitter for iPhone,2020-12-10 15:18:13
1337054018267455494,"Got my first full time job 6 years ago today. So many wins, so much growth and it’s only been 6 years?!? Excited for the next 6.",0,0,Twitter for iPhone,2020-12-10 15:18:13
1337054018267451398,@S0ofs_ oh g fica calma yoo😂,0,0,Twitter for Android,2020-12-10 15:18:13
1337054018263191564,@NrthmptonEvents @UniNorthants We couldn't agree more! 👏👏👏 They've done such a brilliant job 😍🎄🎁,0,0,Twitter Web App,2020-12-10 15:18:13
1337054018259083268,"RT @code_coven: We are so proud of @TaraZM! Congratulations 🎉🎊🎉

Thank you @thegameawards for seeing the value in Tara's efforts 💜💛💜

#TheG…",1,0,Twitter Web App,2020-12-10 15:18:13
1337054018254856194,@babybreathstay @Stray_Kids WE GOT MUNCHAN SELCA IM GONNA SCREAM,0,0,Twitter for Android,2020-12-10 15:18:13
1337054018250678278,@jinschurro praying for it,0,0,Twitter for Android,2020-12-10 15:18:13
1337054018250665985,RT @mochiplanet: all the thicc binghe discussions made me think of shen yuan using a proud immortal demon way tiddy mouse pad and by the ti…,769,0,Twitter for Android,2020-12-10 15:18:13
1337054018250608651,"From your eyes to theirs.. The KOA Gift Card is now available. 
---
https://t.co/MBrQsr7IA5 https://t.co/1Iwf66jqd7",0,0,Twitter Web App,2020-12-10 15:18:13
1337054018246504460,@igorswig What school we going to now 😩,0,0,Twitter for iPhone,2020-12-10 15:18:13
1337054018246488064,RT @landzygama: One thing about men? They will lie just for vibes♥️,79,0,Twitter Web App,2020-12-10 15:18:13
1337054018246422531,RT @garyvee: If you see this tweet 🐥... I hope you enjoy today and appreciate that you have a chance to make things better and understand t…,374,0,Twitter Web App,2020-12-10 15:18:13
1337054018242306066,"RT @GirlNamedMarley: Small businesses are usually run by ONE person. The marketing, the finance, the production, the customer service, the…",5541,0,Twitter for iPhone,2020-12-10 15:18:13
1337054018242273280,RT @Richie_moremi: The project manager  |    The projects https://t.co/SLg6BoPUab,362,0,Twitter for Android,2020-12-10 15:18:13
1337054018242228226,@queengogy @pinkykaeru That ain’t my friend 😬/j i think she is still sleeping,0,0,Twitter for iPhone,2020-12-10 15:18:13
1337054018238095364,"👀

Our Head of Policy &amp; Participation @MegIncludem gave this comment on the launch of the #ExcludedFilm from… https://t.co/NuDu3K2jd5",0,0,Twitter Web App,2020-12-10 15:18:13
1337054018233921536,"RT @RandyScottESPN: If Harden needs to go 0 for 6, they should just tell him it’s a Game 7.",243,0,Twitter for iPhone,2020-12-10 15:18:13
1337054018229694464,Thanks @OilGasCanada for meeting with both the online and at-home cohorts this morning! Some great information on h… https://t.co/yI58LV3wiS,0,0,Twitter for iPhone,2020-12-10 15:18:13
1337054018225528832,"@EmeraldRobinson US Govt sent troops after Bin Laden and other tyrannical leaders. 

So, why aren't we sending some… https://t.co/sZDcMbu9SJ",0,0,Twitter Web App,2020-12-10 15:18:13
1337054018225442820,RT @flirtaeguk: HELLO THERE TAEKOOK :') https://t.co/l1vvdZ6cjV,2811,0,Twitter for Android,2020-12-10 15:18:13
1337054018221334533,RT @xoKayOh: For all of us!!!,1,0,Twitter for iPhone,2020-12-10 15:18:13
1337054018221318144,RT @TheRapAgenda: Crazy how DaBaby washed J. Cole in his own song after everyone called him out for “sounding the same on every track” http…,956,0,Twitter for iPhone,2020-12-10 15:18:13
1337054018221301762,me @ my tl today https://t.co/l66iq413MD,0,0,Twitter for Android,2020-12-10 15:18:13
1337054018217062404,@LauanaBranco Pareeeee,0,0,Twitter for iPhone,2020-12-10 15:18:13
1337054018212941824,"RT @hyunsukbestboy_: chilli has trained by his dad 😆🤦‍♀️ i bet chilli is an all arounder boy too! @treasuremembers

https://t.co/6a9vtZLGfB",26,0,Twitter for Android,2020-12-10 15:18:13
1337054018208722944,RT @Mrgoste1: My XBOX ONE IN ONE IMAGE: https://t.co/GgyBVlDY8P,6,0,Twitter for iPhone,2020-12-10 15:18:13
1337054018208665603,"@boocinnyajaemin HAPPY YOONBIN DAY 🎉
#OurKnightYoonbinDay
#hayoonbin #ユンビン #하윤빈",0,0,Twitter for Android,2020-12-10 15:18:13
1337054018196168710,RT @it_sfundamental: I know a lot of people still don’t believe in therapy or they have excuses for why they don’t need it aka they are the…,8,0,Twitter for iPhone,2020-12-10 15:18:13
1337054018196164612,RT @bts_nanak: BTS | TIME Entertainer of the Year https://t.co/blbByoPfpI @YouTube,90,0,Twitter for Android,2020-12-10 15:18:13
1337054018191974402,"RT @KyuMammo: treasure photo booth
•a thread•",303,0,Twitter for Android,2020-12-10 15:18:13
1337054018191896579,@gradebibby I don’t fear owls,0,0,Twitter for iPhone,2020-12-10 15:18:13
1337054018187763715,@C0re_Values @BADONKIEZONK And until the day when someone like me can walk into a fgc and be treated the exact same… https://t.co/IaF2kOLbYs,0,0,Twitter for Android,2020-12-10 15:18:13
1337054018187763713,@PromoPPT do S spin but the opposite,0,0,TweetDeck,2020-12-10 15:18:13
1337054018183585798,"RT @JungLames: Jungkook baby and jimin ohh so cute 🥺❤
#jikook #BTS @BTS_twt https://t.co/Ega4eYOuHc",1,0,Twitter for Android,2020-12-10 15:18:13
1337054018179395587,We should all understand the level of relationships we have with people and relate on that level. What one friend s… https://t.co/uI0ip7mNwd,0,0,Twitter for Android,2020-12-10 15:18:13
1337054018179371009,MORK Announce New Album ‘Katedralen’ https://t.co/U113Oj7yTf,0,0,WordPress.com,2020-12-10 15:18:13
1337054018179371008,"RT @BrianLenzkes: How do you control people? Instill fear &amp; panic. Next, make them hate other people &amp; make them think they are the cause o…",21,0,Twitter for iPhone,2020-12-10 15:18:13
1337054018179358725,"Tracklisting
1.K-Klass/Let Me Show You (Pharmacy Dub)
2.Diss-Cuss/Tra-La-La-La-La (Felix Mix)
３.New Order/Confusion… https://t.co/sXV4Frw6gL",0,0,Twitter Web App,2020-12-10 15:18:13
1337054018175180801,RT @brfootball: Antoine Griezmann reveals he has ended a partnership with Huawei over accusations the electronics brand tested facial recog…,647,0,Twitter for iPhone,2020-12-10 15:18:13
1337054018170998787,@BBorchick @palazzo214 @kaitlancollins Of course all you are saying is true. I was only pointing out that there is… https://t.co/aaJMvwNDRt,0,0,Twitter Web App,2020-12-10 15:18:13
1337054018170990593,"RT @def_dimpIe: GOT7 don’t deserve this  mistreatment 

#무능력_2본부_쓸모없음
#이본부_방치한_제왑도_책임져

#갓세븐 #GOT7  @GOT7Official",57,0,Twitter for Android,2020-12-10 15:18:13
1337054018166775817,RT @rallyforrivers: Growing pepper as an intercrop helps farmers to raise their income &amp; enhance the wellbeing of their families. The Tamil…,1743,0,Twitter for Android,2020-12-10 15:18:13
